Date,Furnace,SP_Power,Avg_Load,Ore_qty,Flux_qty,Reductant_qty,Additive_qty,Cr%,Cr recovery,Cr_recovery_pct,Total_Charge,Ore_fraction,Flux_fraction,Reductant_fraction,Additive_fraction,Reductant_Ore_ratio,Flux_Ore_ratio,Additive_Total_ratio,Flux_Reductant_ratio,Power_per_Charge,Power_per_Ore,Load_Power_ratio,Power_per_Load,Energy_Intensity,Ore_Cost,Flux_Cost,Reductant_Cost,Additive_Cost,Total_Material_Cost,Power_Cost,Est_Metal_kg,Material_Cost_per_ton,Power_Cost_per_ton,Total_Cost_per_ton,Cost_per_Cr_recovery,Material_Cost_Fraction,Reductant_Cost_Fraction,Power_Load_interaction,Ore_Reductant_interaction,Flux_Ore_interaction,Power_Ore_interaction,Cr_deviation,Cr_deviation_abs,Cr_normalized,Cr_in_spec,Power_Efficiency_Score,Recovery_Efficiency_Score,Cost_Efficiency_Score,Overall_Efficiency_Score,Reductant_Ore_OK,Flux_Ore_OK,Power_OK,Recovery_OK,All_Constraints_OK,Fur_Fur_1,Fur_Fur_2,Fur_Fur_3,Fur_Fur_4,Fur_Fur_5,Furnace_Num,Date_parsed,Day_of_Week,Day_of_Month,Month,Week_of_Year
01-09-2025 00:00,Fur_4,3548,7.14,116.376,20.373,25.895,12.75,58.24,87.24%,87.24,175.394,0.6635118647160109,0.11615562676032248,0.14763902984138566,0.07269347868228103,0.22251151248958967,0.1750618669222016,0.07269347868228103,0.7867541692699684,20.228742146253577,30.487385453294618,2.0124013528748588,496.91869791054654,144.43321892425053,523.692,57.044399999999996,466.11,44.625,1091.4714,164662.68,61.387899999999995,17779.911024811077,2682331.2085932246,2706611.119618036,30673.290113531686,0.00658488122789786,0.4270473784287889,25332.719999999998,3013.55652,2370.928248,412902.048,0.240000000000002,0.240000000000002,0.5493333333333335,1,0.42000000000000004,0.3199999999999993,1.0,0.48599999999999965,1,1,1,1,1,False,False,False,True,False,4.0,2025-09-01,0,1,9,36
01-09-2025 00:00,Fur_5,3516,7.16,123.618,21.606,27.505,4.32,57.34,81.49%,81.49,177.04899999999998,0.6982134889211462,0.12203401318279122,0.15535247304418554,0.02440002485187717,0.2224999577529166,0.1747803703766412,0.02440002485187717,0.7855298750943511,19.858909115555583,28.442459605862744,2.036405005688282,491.0613839299743,142.189789267378,556.281,60.4968,495.09,15.120000000000001,1126.9877999999999,163634.64,61.96714999999999,18186.85868238252,2640667.514965591,2665354.3736479734,32311.242255400335,0.006840110862269593,0.4393037795085271,25174.56,3400.11309,2670.890508,434640.888,-0.6599999999999966,0.6599999999999966,0.48933333333333356,0,0.4733333333333334,0.0,1.0,0.342,1,1,1,0,0,False,False,False,False,True,5.0,2025-09-01,0,1,9,36
02-09-2025 00:00,Fur_1,3541,7.17,117.607,20.697,25.868,13.58,56.73,88.45%,88.45,177.752,0.6616353121202574,0.11643750843872361,0.14552860164723883,0.07639857779378009,0.21995289209015711,0.17598442119955088,0.07639857779378009,0.8001004793528499,19.921013546964307,30.108751774054678,2.024851736797515,493.8632505072175,142.8336671317341,529.2315,57.95159999999999,465.62399999999997,47.53,1100.3371,165028.305,62.2132,17686.55365742318,2652625.2467322047,2676811.800389628,29925.229741639214,0.006623403924156917,0.4231648646582942,25388.97,3042.2578759999997,2434.112079,416446.387,-1.2700000000000031,1.2700000000000031,0.44866666666666644,0,0.43166666666666664,0.49285714285714327,1.0,0.5759285714285716,1,1,1,1,1,True,False,False,False,False,1.0,2025-09-02,1,2,9,36
02-09-2025 00:00,Fur_2,3543,8.42,140.446,24.631,31.112,15.51,56.68,84.68%,84.68,211.69899999999998,0.6634230676573815,0.11634915611316067,0.14696337724788497,0.0732643989815729,0.2215228613024019,0.17537701198056896,0.0732643989815729,0.7916880691794784,16.73602615033609,25.22677737189541,2.3765170759243577,420.7837980066749,140.9173401858299,632.007,68.96679999999999,560.016,54.285,1315.2748,193908.38999999998,74.09464999999999,17751.278938492862,2617036.317736841,2641287.5966753336,30827.35290237317,0.006737271331052279,0.425778704191702,29832.06,4369.555952,3459.325426,497600.178,-1.3200000000000003,1.3200000000000003,0.4453333333333333,0,0.42833333333333334,0.0,1.0,0.3285,1,1,1,0,0,False,True,False,False,False,2.0,2025-09-02,1,2,9,36
02-09-2025 00:00,Fur_3,3542,8.41,138.585,24.818,30.612,12.9,56.12,85.61%,85.61,206.91500000000002,0.6697677790397023,0.11994297175168547,0.14794480825459727,0.06234444095401493,0.2208897050843186,0.17908142887699657,0.06234444095401493,0.8107277926719002,17.118140299156657,25.558321423254164,2.374364765669114,421.1652293501511,143.9635599159075,623.6325,69.4904,551.016,45.15,1289.2889,193623.43,72.42025,17802.87833858624,2673608.9698668537,2697911.8482054397,31150.119480492318,0.006614698657307581,0.4273797750062069,29788.22,4242.36402,3439.4025300000003,490868.07,-1.8800000000000026,1.8800000000000026,0.4079999999999998,0,0.43000000000000005,0.08714285714285706,1.0,0.37257142857142855,1,1,1,1,1,False,False,True,False,False,3.0,2025-09-02,1,2,9,36
02-09-2025 00:00,Fur_4,3544,7.25,111.583,20.24,24.361,6.75,56.56,90.51%,90.51,162.934,0.6848355775958364,0.12422207765107343,0.14951452735463439,0.041427817398455816,0.21832178541245725,0.18138963658093404,0.041427817398455816,0.8308361384657387,21.751138497796653,31.76111027879596,2.045711060948081,488.8275187824112,157.69575410902576,502.1235,56.67199999999999,438.498,23.625,1020.9185,167011.0,57.0269,17902.40219966367,2928635.4334533354,2953037.835652999,32270.110760058997,0.0060757414966966525,0.42951322754950566,25694.0,2718.273463,2258.43992,395450.152,-1.4399999999999977,1.4399999999999977,0.43733333333333346,0,0.42666666666666664,0.7871428571428579,0.9777418937702701,0.717119807325483,1,1,1,1,1,False,False,False,True,False,4.0,2025-09-02,1,2,9,36
02-09-2025 00:00,Fur_5,3543,7.15,118.814,21.312,26.163,6.5,55.72,82.62%,82.62,172.78900000000002,0.6876247909299781,0.12334118491339147,0.15141588874291764,0.03761813541371267,0.2202013212230771,0.1793727996753514,0.03761813541371267,0.8145854521811163,20.50477750319754,29.81971796404702,2.018063787750494,495.5244062203627,146.6091591478624,534.663,59.6736,470.934,22.75,1088.0206,164660.92500000002,60.476150000000004,17990.90385217974,2722741.527031731,2747232.4308839105,32853.77219425867,0.006564268605519262,0.4328355547679888,25332.45,3108.530682,2532.163968,420958.002,-2.280000000000001,2.280000000000001,0.38133333333333325,0,0.42833333333333334,0.0,1.0,0.3285,1,1,1,0,0,False,False,False,False,True,5.0,2025-09-02,1,2,9,36
03-09-2025 00:00,Fur_1,3674,7.2,112.82,20.389,25.029,12.76,56.86,91.58%,91.58,170.998,0.6597737985239593,0.11923531269371572,0.14637013298401153,0.07462075579831344,0.22184896098343415,0.18072150167770343,0.07462075579831344,0.8146150139991604,21.485631410893696,32.56514773475317,1.95971692977681,510.277706905874,154.69654615843461,507.68999999999994,57.08919999999999,450.522,44.66,1059.9612,171943.2,59.84929999999999,17710.50287973293,2872935.8572280714,2897146.360107804,31293.436596541414,0.00612683139803806,0.42503631264993474,26452.8,2823.77178,2300.28698,414500.68,-1.1400000000000006,1.1400000000000006,0.4573333333333333,0,0.20999999999999996,0.9399999999999997,0.9876265541766492,0.7305253108353297,1,1,1,1,1,True,False,False,False,False,1.0,2025-09-03,2,3,9,36
03-09-2025 00:00,Fur_2,3668,11.48,179.68,31.384,40.269,12.98,56.03,90.94%,90.94,264.31300000000005,0.6798000855046856,0.11873801137287986,0.15235345972388795,0.04910844339854641,0.22411509225225348,0.17466607204660467,0.04910844339854641,0.7793587926355562,13.877486162239464,20.414069343198634,3.1297709923664123,319.5121672898809,159.31354114250905,808.5600000000001,87.87519999999999,724.842,45.43,1666.7072,273706.16000000003,92.50955,18016.596124400126,2958680.0497894543,2983196.6459138542,32447.211724101093,0.0060525469228218855,0.4348946233627598,42108.64,7235.53392,5639.07712,659066.24,-1.9699999999999989,1.9699999999999989,0.4020000000000001,0,0.21999999999999997,0.8485714285714282,0.972408171681507,0.6847673486220155,1,1,1,1,1,False,True,False,False,False,2.0,2025-09-03,2,3,9,36
03-09-2025 00:00,Fur_3,3668,11.16,182.71,31.908,39.453,13.35,55.96,88.35%,88.35,267.421,0.6832298136645963,0.11931748067653626,0.14753142049427684,0.04992128516459066,0.21593235063251956,0.17463740257984017,0.04992128516459066,0.8087597696307057,13.716200298405886,20.075529417790325,3.0425299890948745,328.67380567439017,153.07279533020966,822.195,89.3424,710.154,46.725,1668.4164,266076.72000000003,93.59734999999999,17825.46621245153,2842780.4847038942,2867105.9509163457,32088.48294254444,0.0062313602496497115,0.42564554028598617,40934.88,7208.457630000001,5829.910680000001,670180.28,-2.039999999999999,2.039999999999999,0.39733333333333337,0,0.21999999999999997,0.47857142857142776,0.9929393365004248,0.5038735815857989,1,1,1,1,1,False,False,True,False,False,3.0,2025-09-03,2,3,9,36
03-09-2025 00:00,Fur_4,3669,8.14,133.257,25.926,30.012,5.07,55.02,88.50%,88.5,194.265,0.6859547525287624,0.1334568759169176,0.15449000077214117,0.026098370782178984,0.22521893615180488,0.19455638206956194,0.026098370782178984,0.863854429433079,18.886572465446687,27.533262586331205,2.218588171163805,450.73704536399936,153.73669986873603,599.6565,72.5928,540.216,17.745,1230.2103,194126.79,67.99274999999999,18093.25700166562,2855110.1404193835,2879703.397421049,32175.456954425128,0.00629724196271865,0.43912492034898426,29865.660000000003,3999.309084,3454.8209819999997,488919.933,-2.979999999999997,2.979999999999997,0.3346666666666669,0,0.21833333333333338,0.5,0.990711421071965,0.5136422842143931,1,1,1,1,1,False,False,False,True,False,4.0,2025-09-03,2,3,9,36
03-09-2025 00:00,Fur_5,3667,7.88,130.865,25.364,29.976,5.23,55.18,87.34%,87.34,191.435,0.6836001776059759,0.1324940580353645,0.1565857862982213,0.02731997806043827,0.22906048042593144,0.19381805529501353,0.02731997806043827,0.8461435533045252,19.155326873351267,28.021243051837825,2.1488955549495503,465.35527089400114,150.943975762008,588.8925,71.0192,539.568,18.305,1217.7847,187823.74,67.00225,18175.280680872656,2803245.264151577,2827920.5448324494,32011.778863849326,0.006441889960063362,0.4430733938437558,28895.96,3922.80924,3319.25986,479881.955,-2.8200000000000003,2.8200000000000003,0.3453333333333333,0,0.22166666666666668,0.3342857142857148,0.9998694529134754,0.4336167477255525,1,1,1,1,1,False,False,False,False,True,5.0,2025-09-03,2,3,9,36
04-09-2025 00:00,Fur_1,3684,5.77,90.019,16.831,19.005,16.36,54.72,93.46%,93.46,142.215,0.6329782371761066,0.11834897865907253,0.1336356924375066,0.11503709172731427,0.21112209410099983,0.18697163724356372,0.11503709172731427,0.8856090036511969,25.904440459867104,40.924693221156716,1.566232356134636,638.4747593631266,149.46862145343314,405.0855,47.126799999999996,342.09,57.26,851.5623,138168.41999999998,49.77525,17108.147121310292,2775845.82699233,2799453.9741136404,29636.396084201147,0.0061254668998760205,0.4017204613215028,21256.679999999997,1710.811095,1515.109789,331629.99600000004,-3.280000000000001,3.280000000000001,0.3146666666666666,0,0.19333333333333336,1.0,1.0,0.758,1,1,1,1,1,True,False,False,False,False,1.0,2025-09-04,3,4,9,36
04-09-2025 00:00,Fur_2,3612,8.21,141.016,24.27,30.612,14.3,53.69,84.69%,84.69,210.198,0.6708722252352544,0.11546256386835269,0.14563411640453286,0.06803109449186005,0.21708174804928698,0.17210812835346254,0.06803109449186005,0.7928263167115407,17.183798133188706,25.614114528747702,2.2729789590254708,439.95122534089825,141.07898267347932,634.572,67.95599999999999,551.016,50.050000000000004,1303.5939999999998,192754.38000000003,73.5693,17719.266052551808,2620038.24965033,2644257.515702882,30858.414233899894,0.006717549261850995,0.4226898865751147,29654.520000000004,4316.781792,3422.4583199999997,509349.79199999996,-4.310000000000002,4.310000000000002,0.24599999999999986,0,0.31333333333333335,0.0,1.0,0.29400000000000004,1,1,1,0,0,False,True,False,False,False,2.0,2025-09-04,3,4,9,36
04-09-2025 00:00,Fur_3,3681,7.21,116.986,21.012,25.066,13.4,54.29,90.85%,90.85,176.464,0.6629454166288875,0.11907244537129387,0.14204596971620273,0.07593616828361592,0.2142649529493704,0.1796112339971344,0.07593616828361592,0.8382669417431206,20.859778765073898,31.4653032716282,1.958706873132301,510.54084458518105,150.3990048961828,526.437,58.8336,451.188,46.9,1083.3586,172510.065,61.76239999999999,17540.746473582636,2793124.376643395,2817165.1231169775,30671.36769860618,0.006240781347203063,0.41647151737199484,26540.01,2932.371076,2458.109832,430625.466,-3.710000000000001,3.710000000000001,0.2859999999999999,0,0.19833333333333336,0.8357142857142849,1.0,0.6773571428571424,1,1,1,1,1,False,False,True,False,False,3.0,2025-09-04,3,4,9,36
04-09-2025 00:00,Fur_4,3680,5.72,94.271,19.138,20.726,8.85,53.44,86.22%,86.22,142.98499999999999,0.6593069203063259,0.1338462076441585,0.14495226772039027,0.061894604329125434,0.2198555205751979,0.2030104676622666,0.061894604329125434,0.9233812157009932,25.736965415952724,39.03639465968968,1.5543478260869563,643.3565308817253,147.21544217924958,424.2195,53.586400000000005,373.068,30.974999999999998,881.8489000000001,136822.4,50.04474999999999,17621.207019717356,2734001.0690432065,2758122.276062924,31622.589727848244,0.006403933844048584,0.42305206708314763,21049.6,1953.8607459999998,1804.1583980000003,346917.28,-4.560000000000002,4.560000000000002,0.2293333333333332,0,0.19999999999999996,0.17428571428571413,1.0,0.3471428571428571,1,0,1,1,0,False,False,False,True,False,4.0,2025-09-04,3,4,9,36
04-09-2025 00:00,Fur_5,3681,5.92,99.102,20.141,21.824,10.11,53.25,84.41%,84.41,151.17700000000002,0.6555362257486257,0.13322793811227895,0.14436058395126242,0.06687525218783279,0.22021755140948165,0.20323504870502057,0.06687525218783279,0.9228830222286003,24.34894196868571,37.143548695853276,1.6082586253735398,621.7904355083724,144.1457364546194,445.959,56.39479999999999,392.83200000000005,35.385,930.5708,141644.88,52.911950000000004,17587.15753246667,2676992.248442932,2701079.4059753986,31624.861327425344,0.006526865563310567,0.42214090534540744,21791.52,2162.8020480000005,1996.0133819999999,364794.462,-4.75,4.75,0.21666666666666667,0,0.19833333333333336,0.0,1.0,0.2595,1,0,1,0,0,False,False,False,False,True,5.0,2025-09-04,3,4,9,36
05-09-2025 00:00,Fur_1,3853,4.68,75.011,13.958,16.243,12.88,53.87,84.55%,84.55,118.09199999999998,0.6351912068556719,0.1181959827930766,0.13754530366155202,0.10906750668969958,0.21654157101569674,0.18607937254430187,0.10906750668969958,0.859323963595151,32.62710429156929,51.365798997936324,1.214637944458863,823.2904223738414,152.69484808454425,337.54949999999997,39.0824,292.37399999999997,45.080000000000005,714.0858999999999,117208.26,41.33219999999999,17276.745491408637,2835761.464427251,2859538.2099186596,33425.34435907259,0.006055560500853299,0.40943813622422737,18032.039999999997,1218.4036729999998,1047.003538,289017.383,-4.130000000000003,4.130000000000003,0.25799999999999984,0,0.0,0.0,0.9942777257462959,0.19885554514925918,1,1,0,0,0,True,False,False,False,False,1.0,2025-09-05,4,5,9,36
05-09-2025 00:00,Fur_2,3845,5.08,85.827,15.789,19.299,16.1,52.62,78.06%,78.06,137.015,0.6264058679706602,0.11523555815056746,0.14085319125643178,0.11750538262234064,0.22485930738742696,0.18396308639515438,0.11750538262234064,0.8181252490737733,28.062620880925447,44.79942157130715,1.3211963589076723,756.8896147855089,142.55811407510126,386.2215,44.209199999999996,347.382,56.35000000000001,834.1627,126961.90000000001,47.95524999999999,17394.606429952928,2647507.83282331,2671402.439253263,33789.55779475415,0.006527295774034828,0.4164439383348117,19532.6,1656.3752729999999,1355.122503,330004.815,-5.380000000000003,5.380000000000003,0.1746666666666665,0,0.0,0.0,1.0,0.2,1,1,0,0,0,False,True,False,False,False,2.0,2025-09-05,4,5,9,36
05-09-2025 00:00,Fur_3,3848,5.78,77.459,13.013,16.558,10.85,52.38,80.42%,80.42,117.88,0.6571004411265694,0.11039192399049881,0.14046487953851375,0.09204275534441805,0.21376469856614855,0.1679985519048974,0.09204275534441805,0.785904047233721,32.643366135052595,49.67789347037925,1.5020790020790022,665.7438294560848,188.67865626060404,348.56550000000004,36.4364,298.044,37.975,721.0209000000001,144569.36000000002,41.257999999999996,17475.905278976203,3504032.1876969323,3528008.0929759084,43330.97633230052,0.004962619655435152,0.41336388445882766,22241.440000000002,1282.566122,1007.973967,298062.232,-5.619999999999997,5.619999999999997,0.15866666666666684,0,0.0,0.0,0.8760558015358704,0.1752111603071741,1,1,0,0,0,False,False,True,False,False,3.0,2025-09-05,4,5,9,36
05-09-2025 00:00,Fur_4,3846,5.05,78.023,15.033,16.886,9.52,52.81,87.53%,87.53,119.46199999999999,0.6531198205287038,0.12583917898578628,0.14135038757094306,0.07969061291456699,0.21642335956803302,0.19267395264634848,0.07969061291456699,0.8902640714044728,32.19433794846897,49.29315651419253,1.313052522100884,761.5840076071272,162.5814066397683,351.1035,42.0924,303.948,33.32,730.4639000000001,126244.95,41.811699999999995,17470.322900049512,3019368.98045284,3043339.3033528896,34376.36172317734,0.005752797943823045,0.4161026985727836,19422.3,1317.4963779999998,1172.9197589999999,300076.458,-5.189999999999998,5.189999999999998,0.1873333333333335,0,0.0,0.3614285714285716,0.9617716705170075,0.37306861981768735,1,1,0,1,0,False,False,False,True,False,4.0,2025-09-05,4,5,9,36
05-09-2025 00:00,Fur_5,3901,5.15,85.303,16.562,18.797,10.42,53.24,81.10%,81.1,131.082,0.6507605926061549,0.12634839260920647,0.14339878854457516,0.07949222624006347,0.22035567072253415,0.1941549512425712,0.07949222624006347,0.8810980006863861,29.75999755878,45.73109919075415,1.3201743142783904,757.4755810727027,153.263987427717,383.8635,46.3736,338.346,36.47,805.0531000000001,130585.975,45.878699999999995,17547.426147645863,2846331.1950861732,2870378.621233819,34961.980770204864,0.006127154278656566,0.4202778673853935,20090.15,1603.440491,1412.788286,332767.00299999997,-4.759999999999998,4.759999999999998,0.21600000000000014,0,0.0,0.0,0.9923605499431777,0.19847210998863554,1,1,0,0,0,False,False,False,False,True,5.0,2025-09-05,4,5,9,36
06-09-2025 00:00,Fur_1,3740,6.77,107.99,18.94,24.873,13.11,55.14,84.00%,84.0,164.913,0.6548301225494654,0.11484843523554844,0.15082498044423423,0.07949646177075184,0.23032687998586093,0.17538660824718394,0.07949646177075184,0.7614682281402232,22.67862448685064,34.63283605303421,1.8101604278074863,552.4371414420766,153.53428777597884,485.955,53.032000000000004,447.714,45.885,1032.586,164578.69999999998,57.71955,17889.709812359935,2851351.0586967496,2875740.7685091095,33832.24433540129,0.0062349977766611876,0.4335851929040293,25319.8,2686.03527,2045.3306,403882.6,-2.8599999999999994,2.8599999999999994,0.34266666666666673,0,0.09999999999999998,0.0,0.9914122299292897,0.22828244598585795,1,1,1,0,0,True,False,False,False,False,1.0,2025-09-06,5,6,9,36
06-09-2025 00:00,Fur_2,3650,6.71,117.07,20.328,26.854,15.64,54.15,75.15%,75.15,179.892,0.6507793565027905,0.11300113401374158,0.14927845596246636,0.0869410535210015,0.2293841271941221,0.17363970125873665,0.0869410535210015,0.756982171855881,20.289951748827075,31.177927469224162,1.8383561643835618,543.9641514211398,136.14557623462966,526.8149999999999,56.91839999999999,483.37199999999996,54.74,1121.8454,159194.75,62.962199999999996,17817.760497568383,2528417.844357408,2552735.6048549763,33522.46362252103,0.006997687277483189,0.4308722039596543,24491.5,3143.79778,2379.7989599999996,427305.5,-3.8500000000000014,3.8500000000000014,0.27666666666666656,0,0.25,0.0,1.0,0.275,1,1,1,0,0,False,True,False,False,False,2.0,2025-09-06,5,6,9,36
06-09-2025 00:00,Fur_3,3739,6.88,115.236,19.771,24.941,14.28,52.13,81.43%,81.43,174.228,0.6614091879606033,0.11347774180958284,0.14315150262873935,0.08196156760107445,0.21643409857653773,0.1715696468849175,0.08196156760107445,0.7927107656986181,21.460385242326147,32.44645742262438,1.840064188285638,543.4592233344152,147.6474504672039,518.562,55.3588,448.938,49.98,1072.8388,167208.08,60.9798,17593.34730517319,2742024.080105215,2766117.427410388,33557.16883914094,0.006375284896531003,0.4184580199746691,25724.32,2874.101076,2278.3309560000002,430867.40400000004,-5.869999999999997,5.869999999999997,0.14200000000000018,0,0.10166666666666668,0.0,1.0,0.2305,1,1,1,0,0,False,False,True,False,False,3.0,2025-09-06,5,6,9,36
06-09-2025 00:00,Fur_4,3737,6.49,106.196,19.673,23.052,12.96,52.05,85.20%,85.2,161.881,0.6560127501065598,0.12152754183628714,0.14240089942612166,0.08005880863103144,0.2170703207552985,0.18525179681671816,0.08005880863103144,0.8534183214723962,23.084858630722568,35.18964899629319,1.7366871822317367,575.8088481034132,149.82073251338946,477.882,55.084399999999995,414.936,45.36,993.2624,157645.345,56.65835,17530.732892856922,2782385.032391519,2806415.7652843758,32557.02743949392,0.006261164392949657,0.4177506366897609,24253.13,2448.0301919999997,2089.1939079999997,396854.452,-5.950000000000003,5.950000000000003,0.13666666666666646,0,0.10499999999999998,0.028571428571428976,1.0,0.2457857142857145,1,1,1,1,1,False,False,False,True,False,4.0,2025-09-06,5,6,9,36
06-09-2025 00:00,Fur_5,3741,6.49,107.502,19.916,23.409,11.89,52.03,84.31%,84.31,162.71699999999998,0.660668522649754,0.12239655352544604,0.14386327181548333,0.0730716520093168,0.21775408627044998,0.18526166782700168,0.0730716520093168,0.8507838501950596,22.99083685171187,34.79935224647586,1.7348302592889602,576.4251808281693,149.21053116761004,483.75899999999996,55.7648,421.36199999999997,41.615,1002.5007999999999,157814.085,56.95094999999999,17602.881075732716,2771052.7216841863,2795155.602759919,32764.6888144405,0.006312318042540365,0.4203108865349534,24279.09,2516.5143179999995,2141.0098319999997,402164.98199999996,-5.969999999999999,5.969999999999999,0.13533333333333342,0,0.09833333333333338,0.0,1.0,0.22950000000000004,1,1,1,0,0,False,False,False,False,True,5.0,2025-09-06,5,6,9,36
07-09-2025 00:00,Fur_1,3649,6.99,113.407,18.034,26.618,9.46,56.3,83.80%,83.8,167.519,0.6769799246652618,0.1076534602045141,0.1588954088789928,0.056471206251231205,0.2347121409197656,0.15902016490145965,0.056471206251231205,0.6775114329584705,21.78260376434912,32.176144045992366,1.9155933132365033,522.0313988510159,152.26040031280036,510.3315,50.4952,479.12399999999997,33.11,1073.0606999999998,165792.315,58.63165,18301.731232192848,2827693.148666292,2852494.879898485,33637.91131955761,0.006430697174285029,0.44650223421657326,25506.510000000002,3018.6675259999997,2045.1818379999997,413822.143,-1.7000000000000028,1.7000000000000028,0.4199999999999998,0,0.2516666666666667,0.0,0.9955233705373908,0.2746046741074782,1,1,1,0,0,True,False,False,False,False,1.0,2025-09-07,6,7,9,36
07-09-2025 00:00,Fur_2,3611,8.73,147.632,23.406,34.373,9.82,55.96,82.50%,82.5,215.231,0.6859234961506475,0.10874827510906886,0.15970283091190396,0.045625397828379745,0.23282892440101788,0.15854286226195632,0.045625397828379745,0.6809414167823171,16.777322969274874,24.459466616590802,2.4176128496261424,413.6311095497011,146.46602952176966,664.344,65.5368,618.7139999999999,34.370000000000005,1382.9647999999997,204906.195,75.33085,18358.545005134016,2720083.405404293,2744941.950409427,32873.55629232847,0.00670401101706363,0.44738231949215196,31524.030000000002,5074.554736,3455.474592,533099.152,-2.039999999999999,2.039999999999999,0.39733333333333337,0,0.31499999999999995,0.0,1.0,0.2945,1,1,1,0,0,False,True,False,False,False,2.0,2025-09-07,6,7,9,36
07-09-2025 00:00,Fur_3,3648,8.27,136.813,24.5,29.389,13.79,51.14,82.89%,82.89,204.492,0.6690383975901257,0.11980908788607868,0.14371711362791698,0.06743540089587857,0.21481145640537483,0.1790765484341653,0.06743540089587857,0.8336452130509642,17.83932867789449,26.664132599503468,2.2669956140350873,441.11240131651743,147.53124816618742,615.6585,68.6,529.002,48.265,1261.5255,196098.24,71.5722,17625.91481049905,2739866.0373720527,2763991.952182552,32947.81204175172,0.006392009520299112,0.4193351620716347,30168.96,4020.7972569999997,3351.9184999999998,499093.82399999996,-6.859999999999999,6.859999999999999,0.07600000000000004,0,0.2533333333333333,0.0,1.0,0.276,1,1,1,0,0,False,False,True,False,False,3.0,2025-09-07,6,7,9,36
07-09-2025 00:00,Fur_4,3645,6.96,115.19,21.625,25.305,13.1,51.65,84.73%,84.73,175.22,0.6574021230453144,0.1234162766807442,0.14441844538294715,0.07476315489099418,0.21968052591648124,0.18773330855340475,0.07476315489099418,0.8545741610521967,20.802419815089603,31.643371545764637,1.9094650205761317,523.7068213064912,144.78484191302363,518.355,60.55,455.49,45.85,1080.245,164899.8,61.327,17614.50910691865,2688861.349813296,2712975.8589202147,31645.583330458587,0.006508282366112143,0.4216543469305575,25369.2,2914.8829499999997,2490.98375,419867.55,-6.350000000000001,6.350000000000001,0.1099999999999999,0,0.2583333333333333,0.0,1.0,0.27749999999999997,1,1,1,0,0,False,False,False,True,False,4.0,2025-09-07,6,7,9,36
07-09-2025 00:00,Fur_5,3648,6.96,115.323,21.632,25.368,14.41,51.62,84.45%,84.45,176.73299999999998,0.6525266928077949,0.12239932553626094,0.14353855816401012,0.08153542349193417,0.21997346392329836,0.18757749809164265,0.08153542349193417,0.8527278124910198,20.641306377416782,31.63289169001074,1.907894736842105,524.1378557273196,143.66349238682082,518.9535,60.5696,456.62399999999997,50.435,1086.5820999999999,165035.52,61.856549999999984,17566.160738030172,2668036.2871838156,2692102.4479218456,31505.002316229908,0.0065408641370665625,0.4202388388323349,25390.079999999998,2925.5138639999996,2494.667136,420698.304,-6.380000000000003,6.380000000000003,0.10799999999999983,0,0.2533333333333333,0.0,1.0,0.276,1,1,1,0,0,False,False,False,False,True,5.0,2025-09-07,6,7,9,36
08-09-2025 00:00,Fur_1,3669,7.01,107.999,18.279,24.798,11.12,55.08,90.68%,90.68,162.196,0.6658548916126168,0.11269698389602703,0.15288909714172974,0.06855902734962638,0.22961323503353517,0.1692515655769816,0.06855902734962638,0.7371158667184504,22.6207797972823,33.97253646818456,1.9106023439629325,523.3950751219579,158.57166637894892,485.9955,51.1812,446.364,38.919999999999995,1022.4607,167177.985,56.76859999999999,18011.025461258512,2944902.3756090514,2969413.40107031,32388.889627730252,0.006078822774486858,0.4365585885110303,25719.69,2678.159202,1974.113721,396248.331,-2.9200000000000017,2.9200000000000017,0.33866666666666656,0,0.21833333333333338,0.8114285714285724,0.9748458009129314,0.6661834458968725,1,1,1,1,1,True,False,False,False,False,1.0,2025-09-08,0,8,9,37
08-09-2025 00:00,Fur_2,3661,8.45,140.435,23.569,32.012,11.92,52.3,83.75%,83.75,207.93599999999998,0.67537607725454,0.11334737611572793,0.153951215758695,0.05732533087103725,0.2279488715209964,0.16782853157810707,0.05732533087103725,0.736255131317783,17.606378885811022,26.06899970755866,2.3081125375580442,433.2543865971141,148.77390158510312,631.9575,65.99319999999999,576.216,41.72,1315.8867,201080.425,72.77759999999999,18080.93012135602,2762943.8865804863,2787524.8167018425,32891.14827966776,0.006501534978317493,0.4378918032988706,30935.449999999997,4495.60522,3309.912515,514132.53500000003,-5.700000000000003,5.700000000000003,0.15333333333333315,0,0.2316666666666667,0.0,1.0,0.2695,1,1,1,0,0,False,True,False,False,False,2.0,2025-09-08,0,8,9,37
