Date,Furnace,SP_Power,Avg_Load,Ore_qty,Flux_qty,Reductant_qty,Additive_qty,Cr%,Cr recovery,Cr_recovery_pct,Total_Charge,Ore_fraction,Flux_fraction,Reductant_fraction,Additive_fraction,Reductant_Ore_ratio,Flux_Ore_ratio,Additive_Total_ratio,Flux_Reductant_ratio,Power_per_Charge,Power_per_Ore,Load_Power_ratio,Power_per_Load,Energy_Intensity,Ore_Cost,Flux_Cost,Reductant_Cost,Additive_Cost,Total_Material_Cost,Power_Cost,Est_Metal_kg,Material_Cost_per_ton,Power_Cost_per_ton,Total_Cost_per_ton,Cost_per_Cr_recovery,Material_Cost_Fraction,Reductant_Cost_Fraction,Power_Load_interaction,Ore_Reductant_interaction,Flux_Ore_interaction,Power_Ore_interaction,Cr_deviation,Cr_deviation_abs,Cr_normalized,Cr_in_spec,Power_Efficiency_Score,Recovery_Efficiency_Score,Cost_Efficiency_Score,Overall_Efficiency_Score,Reductant_Ore_OK,Flux_Ore_OK,Power_OK,Recovery_OK,All_Constraints_OK,Fur_Fur_1,Fur_Fur_2,Fur_Fur_3,Fur_Fur_4,Fur_Fur_5,Furnace_Num,Date_parsed,Day_of_Week,Day_of_Month,Month,Week_of_Year
03-08-2025 00:00,Fur_1,3755,5.51,82.787,16.045,18.922,12.8,50.49,79.01%,79.01,130.554,0.6341207469706023,0.1228993366729476,0.14493619498445087,0.09804372137199933,0.22856245269713296,0.19381062009964584,0.09804372137199933,0.8479547168399367,28.762044824363866,45.3573623231019,1.4673768308921438,681.4880795847406,158.47886698224488,372.54150000000004,44.926,340.596,44.800000000000004,802.8634999999999,134485.32499999998,45.6939,17570.474395925932,2943178.9582416904,2967249.4326376165,37085.982160200176,0.005934468551184718,0.42422653414932926,20690.05,1566.4956140000002,1328.3174150000002,310865.185,-7.509999999999998,7.509999999999998,0.0326666666666668,0,0.07499999999999996,0.0,0.9752285085240411,0.21754570170480822,1,1,1,0,0,True,False,False,False,False,1.0,2025-08-03,6,3,8,31
03-08-2025 00:00,Fur_2,3750,6.03,98.423,18.689,22.663,14.8,55.14,78.77%,78.77,154.57500000000002,0.6367329775190037,0.12090570920265242,0.14661491185508652,0.09574640142325731,0.23026121709091152,0.18988447629228455,0.09574640142325731,0.8246480684530703,24.260067928190196,38.1008500238679,1.608,621.8904441309379,146.2882096069869,442.9035,52.3292,407.934,51.800000000000004,954.9667,146981.25,54.10125,17651.472008502573,2716781.035558328,2740932.5075668306,34360.44261710958,0.006455259714641601,0.42717091601204527,22612.5,2230.560449,1839.427447,369086.25,-2.8599999999999994,2.8599999999999994,0.34266666666666673,0,0.08333333333333337,0.0,1.0,0.22500000000000003,1,1,1,0,0,False,True,False,False,False,2.0,2025-08-03,6,3,8,31
03-08-2025 00:00,Fur_3,3752,6.02,97.215,17.015,20.284,10.9,50.61,82.79%,82.79,145.41400000000002,0.6685394803801559,0.11701074174426121,0.13949138322307342,0.07495839465250938,0.2086509262083945,0.17502442858587225,0.07495839465250938,0.8388384520391219,25.80219236112066,38.5948666502611,1.6044776119402986,623.2557104226395,155.32919801394635,437.46750000000003,47.641999999999996,365.11199999999997,38.15,888.3715,146815.75999999998,50.8949,17455.020051124964,2884685.10597329,2908640.126024415,34713.45179644844,0.0060145338588582405,0.4109902219960906,22587.039999999997,1971.90906,1654.113225,364750.68,-7.390000000000001,7.390000000000001,0.04066666666666663,0,0.07999999999999996,0.0,0.9855938296552821,0.22111876593105642,1,1,1,0,0,False,False,True,False,False,3.0,2025-08-03,6,3,8,31
03-08-2025 00:00,Fur_4,3750,5.54,84.635,16.608,18.012,17.0,51.69,80.04%,80.04,136.255,0.6211515173755092,0.12188910498697296,0.13219331400682544,0.12476606363069245,0.21281975290577476,0.19623087143343923,0.12476606363069245,0.92205191416545,27.52192580088804,44.30790991542612,1.4773333333333334,676.8951846759594,152.47146893691976,380.8575,46.5024,324.216,59.5,811.0759,135037.5,47.689249999999994,17007.52056281028,2831612.9945427957,2855120.515105606,35231.00339468911,0.005970440945932655,0.3997357090748227,20775.0,1524.4456200000002,1405.6180800000002,317381.25,-6.310000000000002,6.310000000000002,0.11266666666666651,0,0.08333333333333337,0.0,0.9950590150677908,0.2240118030135582,1,1,1,0,0,False,False,False,True,False,4.0,2025-08-03,6,3,8,31
03-08-2025 00:00,Fur_5,3751,5.53,81.015,15.749,17.217,9.8,51.48,83.44%,83.44,123.78099999999999,0.6545027104321343,0.12723277401216665,0.1390924293712282,0.07917208618447097,0.2125161980804024,0.19439609708824174,0.07917208618447097,0.9147353827765939,30.30351992632149,46.30006731716266,1.474273527059451,678.300058173588,167.57846519255784,364.5675,44.0972,309.90599999999995,34.300000000000004,752.8706999999999,134829.695,43.32335,17377.942841446933,3112171.496433217,3136049.439274664,37139.38227468811,0.005552857744747634,0.41163243568915614,20743.030000000002,1394.835255,1275.905235,303887.265,-6.520000000000003,6.520000000000003,0.09866666666666646,0,0.08166666666666667,0.0,0.9453754633874433,0.21357509267748867,1,1,1,0,0,False,False,False,False,True,5.0,2025-08-03,6,3,8,31
04-08-2025 00:00,Fur_1,3720,4.5,72.017,13.866,16.694,11.4,52.6,85.21%,85.21,113.977,0.6318555498039078,0.12165612360388499,0.14646814708230607,0.10002017950990112,0.2318063758306181,0.19253787032870198,0.10002017950990112,0.8305977698216264,32.638163840073,51.65446975499577,1.2096774193548387,826.6664829630038,146.8717372803285,324.0765,38.824799999999996,300.49199999999996,39.9,703.2932999999999,108810.0,39.89195,17629.95541707036,2727617.978063243,2751747.9334803135,31919.126939801805,0.006421990233399363,0.42726413005782937,16740.0,1202.2517979999998,998.5877219999999,267903.24,-5.399999999999999,5.399999999999999,0.17333333333333342,0,0.1333333333333333,0.029999999999999107,1.0,0.25499999999999956,1,1,1,1,1,True,False,False,False,False,1.0,2025-08-04,0,4,8,32
04-08-2025 00:00,Fur_2,3714,5.5,87.661,15.532,20.21,17.7,53.8,82.66%,82.66,141.10299999999998,0.6212553949951455,0.1100756185198047,0.14322870527203535,0.12544028121301462,0.2305472190535447,0.17718255350517845,0.12544028121301462,0.7685303924527267,26.321197990120694,42.3677571283951,1.4808831448572968,675.27260449589,144.7665889456638,394.47450000000003,43.489599999999996,363.78000000000003,61.949999999999996,863.6941000000002,132775.5,49.38604999999999,17488.624824216564,2688522.366133757,2712510.9909579735,32423.03359978453,0.006462880188829276,0.4211907896557357,20427.0,1771.6288100000002,1361.5506520000001,325572.954,-4.200000000000003,4.200000000000003,0.25333333333333313,0,0.1433333333333333,0.0,1.0,0.243,1,1,1,0,0,False,True,False,False,False,2.0,2025-08-04,0,4,8,32
04-08-2025 00:00,Fur_3,3717,5.48,93.583,16.568,19.256,23.8,49.9,78.76%,78.76,153.207,0.6108271815256483,0.10814127291833925,0.12568616316486844,0.155345382391144,0.20576386517034223,0.17704069994506805,0.155345382391144,0.8604071011421323,24.261293544028668,39.71875191307447,1.4743072370191015,678.2845477582941,132.9518886212771,421.1235,46.3904,346.608,83.3,897.4218999999999,132399.54,53.62244999999999,16735.936161066867,2469106.502966575,2492342.4391276417,31248.02456278387,0.006732500780274722,0.38622636688496237,20369.16,1802.034248,1550.483144,347848.011,-8.100000000000001,8.100000000000001,-0.006666666666666762,0,0.1383333333333333,0.0,1.0,0.2415,1,1,1,0,0,False,False,True,False,False,3.0,2025-08-04,0,4,8,32
04-08-2025 00:00,Fur_4,3715,4.54,65.398,12.952,14.057,15.4,51.69,87.23%,87.23,107.807,0.6066210913948074,0.12014062166649661,0.13039041991707404,0.14284786702162197,0.21494540788792615,0.1980488669676616,0.14284786702162197,0.9213914120088631,34.45972896008608,56.80601766405674,1.2220726783310902,818.2817580877185,156.44716947879078,294.291,36.2656,253.026,53.9,637.4825999999999,109629.65,37.73245,16894.810700073805,2905447.4331775433,2928842.243877617,33195.53716284276,0.00578125670785784,0.3969143628390799,16866.1,919.299686,847.034896,242953.56999999998,-6.310000000000002,6.310000000000002,0.11266666666666651,0,0.14166666666666672,0.3185714285714291,0.9820209936812688,0.3981899130219684,1,1,1,1,1,False,False,False,True,False,4.0,2025-08-04,0,4,8,32
04-08-2025 00:00,Fur_5,3716,4.45,60.599,11.906,13.054,13.6,52.24,93.41%,93.41,99.15899999999999,0.6111295999354572,0.12006978690789541,0.1316471525529705,0.13715346060367692,0.21541609242040147,0.1964718857329018,0.13715346060367692,0.9120575369957457,37.475166147298786,61.321142901349155,1.197524219590958,835.0559921222489,166.7644893554796,272.6955,33.3368,234.972,47.6,588.6043,107485.3,34.70564999999999,16959.898460337154,3097054.8023160505,3120514.7007763875,33052.798440593026,0.005446312907934797,0.39920197660805407,16536.2,791.059346,721.4916939999999,225185.884,-5.759999999999998,5.759999999999998,0.14933333333333346,0,0.14,1.0,0.9481228521986976,0.7316245704397396,1,1,1,1,1,False,False,False,False,True,5.0,2025-08-04,0,4,8,32
05-08-2025 00:00,Fur_1,3690,4.6,69.865,13.816,16.148,15.1,53.86,86.78%,86.78,114.92899999999999,0.6078970494827242,0.1202133491111904,0.14050413733696457,0.13138546406912094,0.2311314645225583,0.19775280615826518,0.13138546406912094,0.8555857780786612,32.10677896788452,52.8161446673421,1.2466124661246611,802.173738657883,147.69118325226881,314.3925,38.6848,290.664,52.85,696.5912999999999,110330.99999999999,40.22514999999999,17317.30770425965,2742836.260399278,2766653.5681035374,31518.04019256707,0.006274037758036096,0.41726619324703024,16974.0,1128.1800199999998,965.25484,257801.84999999998,-4.140000000000001,4.140000000000001,0.2573333333333333,0,0.18333333333333335,0.25428571428571445,1.0,0.38214285714285723,1,1,1,1,1,True,False,False,False,False,1.0,2025-08-05,1,5,8,32
